date,usage
2022-05-02-18-19,35
2022-05-02-18-20,36
2022-05-02-18-21,39
2022-05-02-18-22,39
2022-05-02-18-23,40
2022-05-02-18-24,40
2022-05-02-18-25,39
2022-05-02-18-26,38
2022-05-02-18-27,39
2022-05-02-18-28,39
2022-05-02-18-29,39
2022-05-02-18-30,38
2022-05-02-18-31,38
2022-05-02-18-32,39
2022-05-02-18-33,40
2022-05-02-18-34,40
2022-05-02-18-35,41
2022-05-02-18-36,41
2022-05-02-18-37,41
2022-05-02-18-38,40
2022-05-02-18-39,40
2022-05-02-18-40,40
2022-05-02-18-41,39
2022-05-02-18-42,39
2022-05-02-18-43,37
2022-05-02-18-44,36
2022-05-02-18-45,36
2022-05-02-18-46,35
2022-05-02-18-47,36
2022-05-02-18-48,35
2022-05-02-18-49,35
2022-05-02-18-50,35
2022-05-02-18-51,36
2022-05-02-18-52,35
2022-05-02-18-53,35
2022-05-02-18-54,35
2022-05-02-18-55,37
2022-05-02-18-56,36
2022-05-02-18-57,35
2022-05-02-18-58,34
2022-05-02-18-59,34
2022-05-02-19-00,34
2022-05-02-19-01,34
2022-05-02-19-02,35
2022-05-02-19-03,35
2022-05-02-19-04,35
2022-05-02-19-05,35
2022-05-02-19-06,34
2022-05-02-19-07,33
2022-05-02-19-08,33
2022-05-02-19-09,32
2022-05-02-19-10,33
2022-05-02-19-11,33
2022-05-02-19-12,33
2022-05-02-19-13,35
2022-05-02-19-14,35
2022-05-02-19-15,34
2022-05-02-19-16,34
2022-05-02-19-17,33
2022-05-02-19-18,35
2022-05-02-19-19,35
2022-05-02-19-20,35
2022-05-02-19-21,32
2022-05-02-19-22,33
2022-05-02-19-23,31
2022-05-02-19-24,30
2022-05-02-19-25,30
2022-05-02-19-26,29
2022-05-02-19-27,29
2022-05-02-19-28,28
2022-05-02-19-29,27
2022-05-02-19-30,26
2022-05-02-19-31,27
2022-05-02-19-32,27
2022-05-02-19-33,27
2022-05-02-19-34,27
2022-05-02-19-35,28
2022-05-02-19-36,29
2022-05-02-19-37,28
2022-05-02-19-38,29
2022-05-02-19-39,31
2022-05-02-19-40,31
2022-05-02-19-41,33
2022-05-02-19-42,35
2022-05-02-19-43,35
2022-05-02-19-44,34
2022-05-02-19-45,33
2022-05-02-19-46,33
2022-05-02-19-47,33
2022-05-02-19-48,34
2022-05-02-19-49,34
2022-05-02-19-50,34
2022-05-02-19-51,33
2022-05-02-19-52,32
2022-05-02-19-53,32
2022-05-02-19-54,32
2022-05-02-19-55,31
2022-05-02-19-56,31
2022-05-02-19-57,31
2022-05-02-19-58,32
2022-05-02-19-59,32
2022-05-02-20-00,33
2022-05-02-20-01,35
2022-05-02-20-02,35
2022-05-02-20-03,35
2022-05-02-20-04,36
2022-05-02-20-05,35
2022-05-02-20-06,35
2022-05-02-20-07,35
2022-05-02-20-08,35
2022-05-02-20-09,35
2022-05-02-20-11,34
2022-05-02-20-12,34
2022-05-02-20-13,35
2022-05-02-20-14,35
2022-05-02-20-15,35
2022-05-02-20-16,34
2022-05-02-20-17,37
2022-05-02-20-18,37
2022-05-02-20-19,38
2022-05-02-20-20,37
2022-05-02-20-21,38
2022-05-02-20-22,38
2022-05-02-20-23,39
2022-05-02-20-24,40
2022-05-02-20-25,39
2022-05-02-20-26,39
2022-05-02-20-27,40
2022-05-02-20-28,39
2022-05-02-20-29,39
2022-05-02-20-30,40
2022-05-02-20-31,40
2022-05-02-20-32,39
2022-05-02-20-33,40
2022-05-02-20-34,39
2022-05-02-20-35,37
2022-05-02-20-36,38
2022-05-02-20-37,38
2022-05-02-20-38,37
2022-05-02-20-39,37
2022-05-02-20-40,36
2022-05-02-20-41,33
2022-05-02-20-42,33
2022-05-02-20-43,31
2022-05-02-20-44,29
2022-05-02-20-45,29
2022-05-02-20-46,29
2022-05-02-20-47,29
2022-05-02-20-48,29
2022-05-02-20-49,31
2022-05-02-20-50,30
2022-05-02-20-51,30
2022-05-02-20-52,31
2022-05-02-20-53,33
2022-05-02-20-54,33
2022-05-02-20-55,33
2022-05-02-20-56,33
2022-05-02-20-57,32
2022-05-02-20-58,31
2022-05-02-20-59,31
2022-05-02-21-00,33
2022-05-02-21-01,34
2022-05-02-21-02,33
2022-05-02-21-03,31
2022-05-02-21-04,31
2022-05-02-21-05,32
2022-05-02-21-06,32
2022-05-02-21-07,32
2022-05-02-21-08,35
2022-05-02-21-09,37
2022-05-02-21-10,37
2022-05-02-21-11,37
2022-05-02-21-12,37
2022-05-02-21-13,36
2022-05-02-21-14,35
2022-05-02-21-15,36
2022-05-02-21-16,37
2022-05-02-21-17,36
2022-05-02-21-18,35
2022-05-02-21-19,33
2022-05-02-21-20,33
2022-05-02-21-21,33
2022-05-02-21-22,32
2022-05-02-21-23,33
2022-05-02-21-24,34
2022-05-02-21-25,33
2022-05-02-21-26,33
2022-05-02-21-27,33
2022-05-02-21-28,33
2022-05-02-21-29,33
2022-05-02-21-30,33
2022-05-02-21-31,34
2022-05-02-21-32,32
2022-05-02-21-33,34
2022-05-02-21-34,35
2022-05-02-21-35,36
2022-05-02-21-36,35
2022-05-02-21-37,35
2022-05-02-21-38,33
2022-05-02-21-39,32
2022-05-02-21-40,32
2022-05-02-21-41,32
2022-05-02-21-42,33
2022-05-02-21-43,32
2022-05-02-21-44,31
2022-05-02-21-45,31
2022-05-02-21-46,31
2022-05-02-21-47,31
2022-05-02-21-48,32
2022-05-02-21-49,32
2022-05-02-21-50,32
2022-05-02-21-51,32
2022-05-02-21-52,33
2022-05-02-21-53,32
2022-05-02-21-54,34
2022-05-02-21-55,35
2022-05-02-21-56,37
2022-05-02-21-57,37
2022-05-02-21-58,36
2022-05-02-21-59,35
2022-05-02-22-00,33
2022-05-02-22-01,33
2022-05-02-22-02,33
2022-05-02-22-03,32
2022-05-02-22-04,32
2022-05-02-22-05,32
2022-05-02-22-06,34
2022-05-02-22-07,35
2022-05-02-22-08,33
2022-05-02-22-09,32
2022-05-02-22-10,32
2022-05-02-22-11,32
2022-05-02-22-12,31
2022-05-02-22-13,33
2022-05-02-22-14,33
2022-05-02-22-15,32
2022-05-02-22-16,31
2022-05-02-22-17,31
2022-05-02-22-18,33
2022-05-02-22-19,33
2022-05-02-22-20,33
2022-05-02-22-21,32
2022-05-02-22-22,31
2022-05-02-22-23,31
2022-05-02-22-24,31
2022-05-02-22-25,30
2022-05-02-22-26,30
2022-05-02-22-27,32
2022-05-02-22-28,32
2022-05-02-22-29,32
2022-05-02-22-30,32
2022-05-02-22-31,33
2022-05-02-22-32,34
2022-05-02-22-33,33
2022-05-02-22-34,34
2022-05-02-22-35,34
2022-05-02-22-36,34
2022-05-02-22-37,33
2022-05-02-22-38,33
2022-05-02-22-39,33
2022-05-02-22-40,33
2022-05-02-22-41,33
2022-05-02-22-42,33
2022-05-02-22-43,33
2022-05-02-22-44,32
2022-05-02-22-45,32
2022-05-02-22-46,33
2022-05-02-22-47,34
2022-05-02-22-48,34
2022-05-02-22-49,34
2022-05-02-22-50,35
2022-05-02-22-51,35
2022-05-02-22-52,35
2022-05-02-22-53,34
2022-05-02-22-54,33
2022-05-02-22-55,32
2022-05-02-22-56,31
2022-05-02-22-57,32
2022-05-02-22-58,32
2022-05-02-22-59,33
2022-05-02-23-00,29
2022-05-02-23-01,30
2022-05-02-23-02,29
2022-05-02-23-03,30
2022-05-02-23-04,30
2022-05-02-23-05,29
2022-05-02-23-06,27
2022-05-02-23-07,28
2022-05-02-23-08,29
2022-05-02-23-09,29
2022-05-02-23-10,29
2022-05-02-23-11,29
2022-05-02-23-12,29
2022-05-02-23-13,29
2022-05-02-23-14,28
2022-05-02-23-15,29
2022-05-02-23-16,28
2022-05-02-23-17,29
2022-05-02-23-18,29
2022-05-02-23-19,29
2022-05-02-23-20,29
2022-05-02-23-21,28
2022-05-02-23-22,28
2022-05-02-23-23,28
2022-05-02-23-24,29
2022-05-02-23-25,29
2022-05-02-23-26,29
2022-05-02-23-27,28
2022-05-02-23-28,29
2022-05-02-23-29,30
2022-05-02-23-30,30
2022-05-02-23-31,29
2022-05-02-23-32,29
2022-05-02-23-33,28
2022-05-02-23-34,31
2022-05-02-23-35,30
2022-05-02-23-36,30
2022-05-02-23-37,31
2022-05-02-23-38,32
2022-05-02-23-39,32
2022-05-02-23-40,33
2022-05-02-23-41,32
2022-05-02-23-42,32
2022-05-02-23-43,32
2022-05-02-23-44,32
2022-05-02-23-45,32
2022-05-02-23-46,33
2022-05-02-23-47,32
2022-05-02-23-48,31
2022-05-02-23-49,32
2022-05-02-23-50,33
2022-05-02-23-51,33
2022-05-02-23-52,33
2022-05-02-23-53,33
2022-05-02-23-54,33
2022-05-02-23-55,33
2022-05-02-23-56,34
2022-05-02-23-57,34
2022-05-02-23-58,33
2022-05-02-23-59,32
2022-05-03-00-00,32
2022-05-03-00-01,32
2022-05-03-00-02,31
2022-05-03-00-03,30
2022-05-03-00-04,30
2022-05-03-00-05,29
2022-05-03-00-06,29
2022-05-03-00-07,30
2022-05-03-00-08,30
2022-05-03-00-09,28
2022-05-03-00-10,28
2022-05-03-00-11,28
2022-05-03-00-12,28
2022-05-03-00-13,28
2022-05-03-00-14,28
2022-05-03-00-15,28
2022-05-03-00-16,28
2022-05-03-00-17,28
2022-05-03-00-18,27
2022-05-03-00-19,26
2022-05-03-00-20,25
2022-05-03-00-21,25
2022-05-03-00-22,27
2022-05-03-00-23,27
2022-05-03-00-24,26
2022-05-03-00-25,27
2022-05-03-00-26,27
2022-05-03-00-27,27
2022-05-03-00-28,29
2022-05-03-00-29,27
2022-05-03-00-30,27
2022-05-03-00-31,28
2022-05-03-00-32,27
2022-05-03-00-33,29
2022-05-03-00-34,29
2022-05-03-00-35,28
2022-05-03-00-36,28
2022-05-03-00-37,28
2022-05-03-00-38,28
2022-05-03-00-39,29
2022-05-03-00-40,29
2022-05-03-00-41,29
2022-05-03-00-42,29
2022-05-03-00-43,30
2022-05-03-00-44,28
2022-05-03-00-45,31
2022-05-03-00-46,31
2022-05-03-00-47,30
2022-05-03-00-48,30
2022-05-03-00-49,31
2022-05-03-00-50,33
2022-05-03-00-51,32
2022-05-03-00-52,32
2022-05-03-00-53,31
2022-05-03-00-54,32
2022-05-03-00-55,32
2022-05-03-00-56,30
2022-05-03-00-57,30
2022-05-03-00-58,31
2022-05-03-00-59,30
2022-05-03-01-00,31
2022-05-03-01-01,31
2022-05-03-01-02,31
2022-05-03-01-03,31
2022-05-03-01-04,31
2022-05-03-01-05,30
2022-05-03-01-06,29
2022-05-03-01-07,28
2022-05-03-01-08,28
2022-05-03-01-09,29
2022-05-03-01-10,29
2022-05-03-01-11,29
2022-05-03-01-12,29
2022-05-03-01-13,29
2022-05-03-01-14,29
2022-05-03-01-15,30
2022-05-03-01-16,30
2022-05-03-01-17,30
2022-05-03-01-18,30
2022-05-03-01-19,30
2022-05-03-01-20,29
2022-05-03-01-21,29
2022-05-03-01-22,29
2022-05-03-01-23,28
2022-05-03-01-24,28
2022-05-03-01-25,26
2022-05-03-01-26,25
2022-05-03-01-27,26
2022-05-03-01-28,25
2022-05-03-01-29,25
2022-05-03-01-30,25
2022-05-03-01-31,25
2022-05-03-01-32,24
2022-05-03-01-33,23
2022-05-03-01-34,22
2022-05-03-01-35,22
2022-05-03-01-36,21
2022-05-03-01-37,21
2022-05-03-01-38,20
2022-05-03-01-39,20
2022-05-03-01-40,19
2022-05-03-01-41,19
2022-05-03-01-42,19
2022-05-03-01-43,19
2022-05-03-01-44,19
2022-05-03-01-45,19
2022-05-03-01-46,18
2022-05-03-01-47,18
2022-05-03-01-48,18
2022-05-03-01-49,19
2022-05-03-01-50,18
2022-05-03-01-51,17
2022-05-03-01-52,17
2022-05-03-01-53,17
2022-05-03-01-54,16
2022-05-03-01-55,16
2022-05-03-01-56,16
2022-05-03-01-57,16
2022-05-03-01-58,16
2022-05-03-01-59,16
2022-05-03-02-00,16
2022-05-03-02-01,15
2022-05-03-02-02,15
2022-05-03-02-03,15
2022-05-03-02-04,15
2022-05-03-02-05,15
2022-05-03-02-06,15
2022-05-03-02-07,15
2022-05-03-02-08,15
2022-05-03-02-09,15
2022-05-03-02-11,14
2022-05-03-02-12,14
2022-05-03-02-13,14
2022-05-03-02-14,14
2022-05-03-02-15,14
2022-05-03-02-16,14
2022-05-03-02-17,14
2022-05-03-02-18,14
2022-05-03-02-19,14
2022-05-03-02-20,14
2022-05-03-02-21,14
2022-05-03-02-22,14
2022-05-03-02-23,14
2022-05-03-02-24,14
2022-05-03-02-25,14
2022-05-03-02-26,14
2022-05-03-02-27,14
2022-05-03-02-28,14
2022-05-03-02-29,13
2022-05-03-02-30,13
2022-05-03-02-31,13
2022-05-03-02-32,13
2022-05-03-02-33,13
2022-05-03-02-34,13
2022-05-03-02-35,13
2022-05-03-02-36,13
2022-05-03-02-37,13
2022-05-03-02-38,13
2022-05-03-02-39,13
2022-05-03-02-40,13
2022-05-03-02-41,13
2022-05-03-02-42,13
2022-05-03-02-43,13
2022-05-03-02-44,13
2022-05-03-02-45,13
2022-05-03-02-46,13
2022-05-03-02-47,13
2022-05-03-02-48,13
2022-05-03-02-49,13
2022-05-03-02-50,12
2022-05-03-02-51,12
2022-05-03-02-52,12
2022-05-03-02-53,12
2022-05-03-02-54,12
2022-05-03-02-55,12
2022-05-03-02-56,12
2022-05-03-02-57,12
2022-05-03-02-58,12
2022-05-03-02-59,12
2022-05-03-03-00,12
2022-05-03-03-01,12
2022-05-03-03-02,12
2022-05-03-03-03,12
2022-05-03-03-04,12
2022-05-03-03-05,12
2022-05-03-03-06,12
2022-05-03-03-07,12
2022-05-03-03-08,12
2022-05-03-03-09,12
2022-05-03-03-10,12
2022-05-03-03-11,13
2022-05-03-03-12,13
2022-05-03-03-13,13
2022-05-03-03-14,13
2022-05-03-03-15,13
2022-05-03-03-16,13
2022-05-03-03-17,13
2022-05-03-03-18,13
2022-05-03-03-19,13
2022-05-03-03-20,13
2022-05-03-03-21,12
2022-05-03-03-22,12
2022-05-03-03-23,12
2022-05-03-03-24,12
2022-05-03-03-25,12
2022-05-03-03-26,12
2022-05-03-03-27,12
2022-05-03-03-28,12
2022-05-03-03-29,12
2022-05-03-03-30,12
2022-05-03-03-31,12
2022-05-03-03-32,12
2022-05-03-03-33,12
2022-05-03-03-34,12
2022-05-03-03-35,12
2022-05-03-03-36,12
2022-05-03-03-37,12
2022-05-03-03-38,12
2022-05-03-03-39,12
2022-05-03-03-40,12
2022-05-03-03-41,12
2022-05-03-03-42,12
2022-05-03-03-43,12
2022-05-03-03-44,12
2022-05-03-03-45,12
2022-05-03-03-46,12
2022-05-03-03-47,12
2022-05-03-03-48,12
2022-05-03-03-49,12
2022-05-03-03-50,12
2022-05-03-03-51,12
2022-05-03-03-52,12
2022-05-03-03-53,12
2022-05-03-03-54,12
2022-05-03-03-55,12
2022-05-03-03-56,12
2022-05-03-03-57,12
2022-05-03-03-58,12
2022-05-03-03-59,12
2022-05-03-04-00,12
2022-05-03-04-01,12
2022-05-03-04-02,12
2022-05-03-04-03,12
2022-05-03-04-04,12
2022-05-03-04-05,12
2022-05-03-04-06,12
2022-05-03-04-07,12
2022-05-03-04-08,12
2022-05-03-04-09,12
2022-05-03-04-10,12
2022-05-03-04-11,12
2022-05-03-04-12,13
2022-05-03-04-13,13
2022-05-03-04-14,13
2022-05-03-04-15,13
2022-05-03-04-16,13
2022-05-03-04-17,13
2022-05-03-04-18,13
2022-05-03-04-19,13
2022-05-03-04-20,13
2022-05-03-04-21,13
2022-05-03-04-22,13
2022-05-03-04-23,13
2022-05-03-04-24,13
2022-05-03-04-25,13
2022-05-03-04-26,13
2022-05-03-04-27,13
2022-05-03-04-28,13
2022-05-03-04-29,13
2022-05-03-04-30,13
2022-05-03-04-31,13
2022-05-03-04-32,13
2022-05-03-04-33,13
2022-05-03-04-34,13
2022-05-03-04-35,13
2022-05-03-04-36,13
2022-05-03-04-37,13
2022-05-03-04-38,13
2022-05-03-04-39,13
2022-05-03-04-40,13
2022-05-03-04-41,13
2022-05-03-04-42,12
2022-05-03-04-43,12
2022-05-03-04-44,12
2022-05-03-04-45,12
2022-05-03-04-46,12
2022-05-03-04-47,12
2022-05-03-04-48,12
2022-05-03-04-49,12
2022-05-03-04-50,12
2022-05-03-04-51,12
2022-05-03-04-52,12
2022-05-03-04-53,12
2022-05-03-04-54,12
2022-05-03-04-55,12
2022-05-03-04-56,12
2022-05-03-04-57,12
2022-05-03-04-58,12
2022-05-03-04-59,12
2022-05-03-05-00,12
2022-05-03-05-01,12
2022-05-03-05-02,12
2022-05-03-05-03,13
2022-05-03-05-04,13
2022-05-03-05-05,14
2022-05-03-05-06,14
2022-05-03-05-07,14
2022-05-03-05-08,14
2022-05-03-05-09,14
2022-05-03-05-10,14
2022-05-03-05-11,14
2022-05-03-05-12,14
2022-05-03-05-13,14
2022-05-03-05-14,15
2022-05-03-05-15,15
2022-05-03-05-16,14
2022-05-03-05-17,14
2022-05-03-05-18,14
2022-05-03-05-19,14
2022-05-03-05-20,14
2022-05-03-05-21,14
2022-05-03-05-22,14
2022-05-03-05-23,14
2022-05-03-05-24,14
2022-05-03-05-25,14
2022-05-03-05-26,14
2022-05-03-05-27,15
2022-05-03-05-28,15
2022-05-03-05-29,15
2022-05-03-05-30,15
2022-05-03-05-31,16
2022-05-03-05-32,16
2022-05-03-05-33,16
2022-05-03-05-34,16
2022-05-03-05-35,16
2022-05-03-05-36,16
2022-05-03-05-37,17
2022-05-03-05-38,18
2022-05-03-05-39,18
2022-05-03-05-40,18
2022-05-03-05-41,18
2022-05-03-05-42,17
2022-05-03-05-43,17
2022-05-03-05-44,18
2022-05-03-05-45,18
2022-05-03-05-46,18
2022-05-03-05-47,18
2022-05-03-05-48,17
2022-05-03-05-49,17
2022-05-03-05-50,17
2022-05-03-05-51,18
2022-05-03-05-52,18
2022-05-03-05-53,18
2022-05-03-05-54,19
2022-05-03-05-55,19
2022-05-03-05-56,19
2022-05-03-05-57,18
2022-05-03-05-58,21
2022-05-03-05-59,21
2022-05-03-06-00,21
2022-05-03-06-01,21
2022-05-03-06-02,21
2022-05-03-06-03,21
2022-05-03-06-04,21
2022-05-03-06-05,21
2022-05-03-06-06,21
2022-05-03-06-07,21
2022-05-03-06-08,21
2022-05-03-06-09,20
2022-05-03-06-10,20
2022-05-03-06-11,20
2022-05-03-06-12,20
2022-05-03-06-13,22
2022-05-03-06-14,21
2022-05-03-06-15,21
2022-05-03-06-16,21
2022-05-03-06-17,21
2022-05-03-06-18,22
2022-05-03-06-19,21
2022-05-03-06-20,21
2022-05-03-06-21,21
2022-05-03-06-22,21
2022-05-03-06-23,21
2022-05-03-06-24,21
2022-05-03-06-25,21
2022-05-03-06-26,21
2022-05-03-06-27,20
2022-05-03-06-28,19
2022-05-03-06-29,20
2022-05-03-06-30,20
2022-05-03-06-31,20
2022-05-03-06-32,20
2022-05-03-06-33,20
2022-05-03-06-34,19
2022-05-03-06-35,19
2022-05-03-06-36,19
2022-05-03-06-37,19
2022-05-03-06-38,19
2022-05-03-06-39,20
2022-05-03-06-40,20
2022-05-03-06-41,20
2022-05-03-06-42,20
2022-05-03-06-43,19
2022-05-03-06-44,19
2022-05-03-06-45,19
2022-05-03-06-46,20
2022-05-03-06-47,20
2022-05-03-06-48,19
2022-05-03-06-49,20
2022-05-03-06-50,20
2022-05-03-06-51,21
2022-05-03-06-52,21
2022-05-03-06-53,21
2022-05-03-06-54,21
2022-05-03-06-55,20
2022-05-03-06-56,20
2022-05-03-06-57,20
2022-05-03-06-58,19
2022-05-03-06-59,18
2022-05-03-07-00,18
2022-05-03-07-01,18
2022-05-03-07-02,18
2022-05-03-07-03,18
2022-05-03-07-04,19
2022-05-03-07-05,19
2022-05-03-07-06,19
2022-05-03-07-07,19
2022-05-03-07-08,19
2022-05-03-07-09,19
2022-05-03-07-10,18
2022-05-03-07-11,18
2022-05-03-07-12,18
2022-05-03-07-13,18
2022-05-03-07-14,17
2022-05-03-07-15,17
2022-05-03-07-16,18
2022-05-03-07-17,19
2022-05-03-07-18,19
2022-05-03-07-19,19
2022-05-03-07-20,18
2022-05-03-07-21,18
2022-05-03-07-22,18
2022-05-03-07-23,18
2022-05-03-07-24,18
2022-05-03-07-25,18
2022-05-03-07-26,18
2022-05-03-07-27,17
2022-05-03-07-28,18
2022-05-03-07-29,17
2022-05-03-07-30,17
2022-05-03-07-31,17
2022-05-03-07-32,17
2022-05-03-07-33,17
2022-05-03-07-34,17
2022-05-03-07-35,16
2022-05-03-07-36,16
2022-05-03-07-37,16
2022-05-03-07-38,16
2022-05-03-07-39,16
2022-05-03-07-40,16
2022-05-03-07-41,16
2022-05-03-07-42,16
2022-05-03-07-43,17
2022-05-03-07-44,17
2022-05-03-07-45,17
2022-05-03-07-46,16
2022-05-03-07-47,16
2022-05-03-07-48,16
2022-05-03-07-49,16
2022-05-03-07-50,16
2022-05-03-07-51,16
2022-05-03-07-52,16
2022-05-03-07-53,16
2022-05-03-07-54,17
2022-05-03-07-55,17
2022-05-03-07-56,17
2022-05-03-07-57,18
2022-05-03-07-58,18
2022-05-03-07-59,18
2022-05-03-08-00,18
2022-05-03-08-01,18
2022-05-03-08-02,18
2022-05-03-08-03,18
2022-05-03-08-04,18
2022-05-03-08-05,18
2022-05-03-08-06,18
2022-05-03-08-07,18
2022-05-03-08-08,18
2022-05-03-08-09,18
2022-05-03-08-10,18
2022-05-03-08-11,18
2022-05-03-08-12,19
2022-05-03-08-13,19
2022-05-03-08-14,19
2022-05-03-08-15,19
2022-05-03-08-16,20
2022-05-03-08-17,19
2022-05-03-08-18,20
2022-05-03-08-19,21
2022-05-03-08-20,20
2022-05-03-08-21,20
2022-05-03-08-22,20
2022-05-03-08-23,21
2022-05-03-08-24,21
2022-05-03-08-25,21
2022-05-03-08-26,21
2022-05-03-08-27,21
2022-05-03-08-28,21
2022-05-03-08-29,22
2022-05-03-08-30,23
2022-05-03-08-31,23
2022-05-03-08-32,24
2022-05-03-08-33,25
2022-05-03-08-34,25
2022-05-03-08-36,24
2022-05-03-08-37,24
2022-05-03-08-38,26
2022-05-03-08-39,26
2022-05-03-08-40,28
2022-05-03-08-41,28
2022-05-03-08-42,28
2022-05-03-08-43,29
2022-05-03-08-44,29
2022-05-03-08-45,29
2022-05-03-08-46,29
2022-05-03-08-47,28
2022-05-03-08-48,29
2022-05-03-08-49,30
2022-05-03-08-50,31
2022-05-03-08-51,31
2022-05-03-08-52,31
2022-05-03-08-53,31
2022-05-03-08-54,32
2022-05-03-08-55,32
2022-05-03-08-56,31
2022-05-03-08-57,31
2022-05-03-08-58,31
2022-05-03-08-59,29
2022-05-03-09-00,29
2022-05-03-09-01,29
2022-05-03-09-02,28
2022-05-03-09-03,30
2022-05-03-09-04,30
2022-05-03-09-05,30
2022-05-03-09-06,29
2022-05-03-09-07,31
2022-05-03-09-08,30
2022-05-03-09-09,29
2022-05-03-09-10,30
2022-05-03-09-11,28
2022-05-03-09-12,27
2022-05-03-09-13,27
2022-05-03-09-14,27
2022-05-03-09-15,27
2022-05-03-09-16,27
2022-05-03-09-17,29
2022-05-03-09-18,30
2022-05-03-09-19,29
2022-05-03-09-20,28
2022-05-03-09-21,26
2022-05-03-09-22,26
2022-05-03-09-23,26
2022-05-03-09-24,25
2022-05-03-09-25,25
2022-05-03-09-26,25
2022-05-03-09-27,26
2022-05-03-09-28,25
2022-05-03-09-29,25
2022-05-03-09-30,24
2022-05-03-09-31,24
2022-05-03-09-32,26
2022-05-03-09-33,26
2022-05-03-09-34,26
2022-05-03-09-35,27
2022-05-03-09-36,27
2022-05-03-09-37,27
2022-05-03-09-38,26
2022-05-03-09-39,26
2022-05-03-09-40,25
2022-05-03-09-41,25
2022-05-03-09-42,26
2022-05-03-09-43,27
2022-05-03-09-44,27
2022-05-03-09-45,26
2022-05-03-09-46,27
2022-05-03-09-47,26
2022-05-03-09-48,27
2022-05-03-09-49,28
2022-05-03-09-50,28
2022-05-03-09-51,28
2022-05-03-09-52,27
2022-05-03-09-53,28
2022-05-03-09-54,30
2022-05-03-09-55,29
2022-05-03-09-56,28
2022-05-03-09-57,26
2022-05-03-09-58,27
2022-05-03-09-59,25
2022-05-03-10-00,25
2022-05-03-10-01,27
2022-05-03-10-02,28
2022-05-03-10-03,29
2022-05-03-10-04,27
2022-05-03-10-05,27
2022-05-03-10-06,28
2022-05-03-10-07,28
2022-05-03-10-08,26
2022-05-03-10-09,27
2022-05-03-10-10,28
2022-05-03-10-11,27
2022-05-03-10-12,26
2022-05-03-10-13,26
2022-05-03-10-14,27
2022-05-03-10-15,26
2022-05-03-10-16,26
2022-05-03-10-17,27
2022-05-03-10-18,27
2022-05-03-10-19,29
2022-05-03-10-20,29
2022-05-03-10-21,29
2022-05-03-10-22,32
2022-05-03-10-23,32
2022-05-03-10-24,34
2022-05-03-10-25,35
2022-05-03-10-26,36
2022-05-03-10-27,35
2022-05-03-10-28,35
2022-05-03-10-29,35
2022-05-03-10-30,35
2022-05-03-10-31,35
2022-05-03-10-32,32
2022-05-03-10-33,30
2022-05-03-10-34,31
2022-05-03-10-35,31
2022-05-03-10-36,30
2022-05-03-10-37,30
2022-05-03-10-38,29
2022-05-03-10-39,30
2022-05-03-10-40,30
2022-05-03-10-41,30
2022-05-03-10-42,30
2022-05-03-10-43,31
2022-05-03-10-44,31
2022-05-03-10-45,33
2022-05-03-10-46,33
2022-05-03-10-47,34
2022-05-03-10-48,34
2022-05-03-10-49,35
2022-05-03-10-50,36
2022-05-03-10-51,36
2022-05-03-10-52,37
2022-05-03-10-53,36
2022-05-03-10-54,37
2022-05-03-10-55,36
2022-05-03-10-56,37
2022-05-03-10-57,37
2022-05-03-10-58,36
2022-05-03-10-59,36
2022-05-03-11-00,36
2022-05-03-11-01,36
2022-05-03-11-02,35
2022-05-03-11-03,35
2022-05-03-11-04,35
2022-05-03-11-05,35
2022-05-03-11-06,34
2022-05-03-11-07,35
2022-05-03-11-08,35
2022-05-03-11-09,38
2022-05-03-11-10,38
2022-05-03-11-11,39
2022-05-03-11-12,39
2022-05-03-11-13,38
2022-05-03-11-14,39
2022-05-03-11-15,38
2022-05-03-11-16,38
2022-05-03-11-17,37
2022-05-03-11-18,39
2022-05-03-11-19,37
2022-05-03-11-20,40
2022-05-03-11-21,39
2022-05-03-11-22,38
2022-05-03-11-23,36
2022-05-03-11-24,36
2022-05-03-11-25,36
2022-05-03-11-26,36
2022-05-03-11-27,35
2022-05-03-11-28,37
2022-05-03-11-29,38
2022-05-03-11-30,38
2022-05-03-11-31,38
2022-05-03-11-32,38
2022-05-03-11-33,38
2022-05-03-11-34,39
2022-05-03-11-35,39
2022-05-03-11-36,41
2022-05-03-11-37,42
2022-05-03-11-38,42
2022-05-03-11-39,42
2022-05-03-11-40,42
2022-05-03-11-41,41
2022-05-03-11-42,40
2022-05-03-11-43,40
2022-05-03-11-44,39
2022-05-03-11-45,37
2022-05-03-11-46,38
2022-05-03-11-47,34
2022-05-03-11-48,34
2022-05-03-11-49,33
2022-05-03-11-50,34
2022-05-03-11-51,34
2022-05-03-11-52,33
2022-05-03-11-53,32
2022-05-03-11-54,32
2022-05-03-11-55,32
2022-05-03-11-56,31
2022-05-03-11-57,33
2022-05-03-11-58,33
2022-05-03-11-59,33
2022-05-03-12-00,33
2022-05-03-12-01,33
2022-05-03-12-02,33
2022-05-03-12-03,33
2022-05-03-12-04,34
2022-05-03-12-05,34
2022-05-03-12-06,34
2022-05-03-12-07,34
2022-05-03-12-08,33
2022-05-03-12-09,31
2022-05-03-12-10,32
2022-05-03-12-11,32
2022-05-03-12-12,31
2022-05-03-12-13,30
2022-05-03-12-14,30
2022-05-03-12-15,29
2022-05-03-12-16,29
2022-05-03-12-17,28
