date,usage
2022-05-01-06-22,9
2022-05-01-06-23,9
2022-05-01-06-24,9
2022-05-01-06-25,9
2022-05-01-06-26,9
2022-05-01-06-27,9
2022-05-01-06-28,9
2022-05-01-06-29,9
2022-05-01-06-30,9
2022-05-01-06-31,9
2022-05-01-06-32,9
2022-05-01-06-33,9
2022-05-01-06-34,9
2022-05-01-06-35,10
2022-05-01-06-36,10
2022-05-01-06-37,10
2022-05-01-06-38,10
2022-05-01-06-39,10
2022-05-01-06-40,10
2022-05-01-06-41,10
2022-05-01-06-42,10
2022-05-01-06-43,10
2022-05-01-06-44,10
2022-05-01-06-45,10
2022-05-01-06-46,10
2022-05-01-06-47,10
2022-05-01-06-48,10
2022-05-01-06-49,10
2022-05-01-06-50,10
2022-05-01-06-51,10
2022-05-01-06-52,10
2022-05-01-06-53,10
2022-05-01-06-54,10
2022-05-01-06-55,10
2022-05-01-06-56,10
2022-05-01-06-57,10
2022-05-01-06-58,10
2022-05-01-06-59,10
2022-05-01-07-00,10
2022-05-01-07-01,10
2022-05-01-07-02,10
2022-05-01-07-03,10
2022-05-01-07-04,10
2022-05-01-07-05,10
2022-05-01-07-06,9
2022-05-01-07-07,9
2022-05-01-07-08,9
2022-05-01-07-09,9
2022-05-01-07-10,9
2022-05-01-07-11,9
2022-05-01-07-12,9
2022-05-01-07-13,9
2022-05-01-07-14,9
2022-05-01-07-16,9
2022-05-01-07-17,9
2022-05-01-07-18,9
2022-05-01-07-19,9
2022-05-01-07-20,9
2022-05-01-07-21,9
2022-05-01-07-22,9
2022-05-01-07-23,9
2022-05-01-07-24,9
2022-05-01-07-25,9
2022-05-01-07-26,9
2022-05-01-07-27,9
2022-05-01-07-28,9
2022-05-01-07-29,9
2022-05-01-07-30,9
2022-05-01-07-31,9
2022-05-01-07-32,9
2022-05-01-07-33,9
2022-05-01-07-34,9
2022-05-01-07-35,9
2022-05-01-07-36,9
2022-05-01-07-37,9
2022-05-01-07-38,9
2022-05-01-07-39,9
2022-05-01-07-40,9
2022-05-01-07-41,9
2022-05-01-07-42,9
2022-05-01-07-43,9
2022-05-01-07-44,9
2022-05-01-07-45,9
2022-05-01-07-46,9
2022-05-01-07-47,9
2022-05-01-07-48,9
2022-05-01-07-49,9
2022-05-01-07-50,9
2022-05-01-07-51,9
2022-05-01-07-52,9
2022-05-01-07-53,9
2022-05-01-07-54,9
2022-05-01-07-55,9
2022-05-01-07-56,9
2022-05-01-07-57,9
2022-05-01-07-58,10
2022-05-01-07-59,10
2022-05-01-08-00,10
2022-05-01-08-01,10
2022-05-01-08-02,10
2022-05-01-08-03,10
2022-05-01-08-04,10
2022-05-01-08-05,10
2022-05-01-08-06,10
2022-05-01-08-07,10
2022-05-01-08-08,10
2022-05-01-08-09,10
2022-05-01-08-10,10
2022-05-01-08-11,10
2022-05-01-08-12,10
2022-05-01-08-13,10
2022-05-01-08-14,10
2022-05-01-08-15,10
2022-05-01-08-16,10
2022-05-01-08-17,10
2022-05-01-08-18,10
2022-05-01-08-19,10
2022-05-01-08-20,10
2022-05-01-08-21,10
2022-05-01-08-22,10
2022-05-01-08-23,10
2022-05-01-08-24,10
2022-05-01-08-25,11
2022-05-01-08-26,11
2022-05-01-08-27,11
2022-05-01-08-28,10
2022-05-01-08-29,10
2022-05-01-08-30,10
2022-05-01-08-31,10
2022-05-01-08-32,10
2022-05-01-08-33,10
2022-05-01-08-34,10
2022-05-01-08-35,10
2022-05-01-08-36,10
2022-05-01-08-37,10
2022-05-01-08-38,10
2022-05-01-08-39,10
2022-05-01-08-40,10
2022-05-01-08-41,10
2022-05-01-08-42,10
2022-05-01-08-43,10
2022-05-01-08-44,10
2022-05-01-08-45,11
2022-05-01-08-46,11
2022-05-01-08-47,11
2022-05-01-08-48,11
2022-05-01-08-49,12
2022-05-01-08-50,12
2022-05-01-08-51,13
2022-05-01-08-52,14
2022-05-01-08-53,14
2022-05-01-08-54,14
2022-05-01-08-55,14
2022-05-01-08-56,14
2022-05-01-08-57,14
2022-05-01-08-58,14
2022-05-01-08-59,14
2022-05-01-09-00,15
2022-05-01-09-01,16
2022-05-01-09-02,15
2022-05-01-09-03,16
2022-05-01-09-04,16
2022-05-01-09-05,16
2022-05-01-09-06,16
2022-05-01-09-07,17
2022-05-01-09-08,17
2022-05-01-09-09,18
2022-05-01-09-10,19
2022-05-01-09-11,20
2022-05-01-09-12,21
2022-05-01-09-13,21
2022-05-01-09-14,22
2022-05-01-09-15,22
2022-05-01-09-16,23
2022-05-01-09-17,24
2022-05-01-09-18,24
2022-05-01-09-19,25
2022-05-01-09-20,25
2022-05-01-09-21,25
2022-05-01-09-22,25
2022-05-01-09-23,25
2022-05-01-09-24,25
2022-05-01-09-25,24
2022-05-01-09-26,24
2022-05-01-09-27,24
2022-05-01-09-28,23
2022-05-01-09-29,23
2022-05-01-09-30,23
2022-05-01-09-31,22
2022-05-01-09-32,22
2022-05-01-09-33,22
2022-05-01-09-34,22
2022-05-01-09-35,22
2022-05-01-09-36,22
2022-05-01-09-37,22
2022-05-01-09-38,22
2022-05-01-09-39,22
2022-05-01-09-40,22
2022-05-01-09-41,21
2022-05-01-09-42,21
2022-05-01-09-43,21
2022-05-01-09-44,21
2022-05-01-09-45,20
2022-05-01-09-46,19
2022-05-01-09-47,21
2022-05-01-09-48,21
2022-05-01-09-49,21
2022-05-01-09-50,21
2022-05-01-09-51,21
2022-05-01-09-52,20
2022-05-01-09-53,21
2022-05-01-09-54,21
2022-05-01-09-55,21
2022-05-01-09-56,21
2022-05-01-09-57,21
2022-05-01-09-58,21
2022-05-01-09-59,21
2022-05-01-10-00,21
2022-05-01-10-01,21
2022-05-01-10-02,22
2022-05-01-10-03,21
2022-05-01-10-04,21
2022-05-01-10-05,21
2022-05-01-10-06,22
2022-05-01-10-07,21
2022-05-01-10-08,21
2022-05-01-10-09,21
2022-05-01-10-10,21
2022-05-01-10-11,22
2022-05-01-10-12,19
2022-05-01-10-13,20
2022-05-01-10-14,20
2022-05-01-10-15,20
2022-05-01-10-16,19
2022-05-01-10-17,19
2022-05-01-10-18,18
2022-05-01-10-19,19
2022-05-01-10-20,19
2022-05-01-10-21,19
2022-05-01-10-22,18
2022-05-01-10-23,18
2022-05-01-10-24,18
2022-05-01-10-25,18
2022-05-01-10-26,19
2022-05-01-10-27,19
2022-05-01-10-28,19
2022-05-01-10-29,19
2022-05-01-10-30,18
2022-05-01-10-31,19
2022-05-01-10-32,20
2022-05-01-10-33,20
2022-05-01-10-34,21
2022-05-01-10-35,20
2022-05-01-10-36,20
2022-05-01-10-37,20
2022-05-01-10-38,21
2022-05-01-10-39,21
2022-05-01-10-40,22
2022-05-01-10-41,21
2022-05-01-10-42,21
2022-05-01-10-43,21
2022-05-01-10-44,21
2022-05-01-10-45,21
2022-05-01-10-46,21
2022-05-01-10-47,21
2022-05-01-10-48,20
2022-05-01-10-49,19
2022-05-01-10-50,19
2022-05-01-10-51,20
2022-05-01-10-52,20
2022-05-01-10-53,20
2022-05-01-10-54,21
2022-05-01-10-55,21
2022-05-01-10-56,22
2022-05-01-10-57,21
2022-05-01-10-58,21
2022-05-01-10-59,21
2022-05-01-11-00,21
2022-05-01-11-01,19
2022-05-01-11-02,20
2022-05-01-11-03,20
2022-05-01-11-04,19
2022-05-01-11-05,19
2022-05-01-11-06,18
2022-05-01-11-07,18
2022-05-01-11-08,18
2022-05-01-11-09,19
2022-05-01-11-10,19
2022-05-01-11-11,19
2022-05-01-11-12,22
2022-05-01-11-13,21
2022-05-01-11-14,23
2022-05-01-11-15,22
2022-05-01-11-16,22
2022-05-01-11-17,22
2022-05-01-11-18,22
2022-05-01-11-19,21
2022-05-01-11-20,20
2022-05-01-11-21,21
2022-05-01-11-22,21
2022-05-01-11-23,21
2022-05-01-11-24,20
2022-05-01-11-25,20
2022-05-01-11-26,21
2022-05-01-11-27,22
2022-05-01-11-28,22
2022-05-01-11-29,22
2022-05-01-11-30,22
2022-05-01-11-31,22
2022-05-01-11-32,23
2022-05-01-11-33,24
2022-05-01-11-34,26
2022-05-01-11-35,27
2022-05-01-11-36,27
2022-05-01-11-37,26
2022-05-01-11-38,27
2022-05-01-11-39,27
2022-05-01-11-40,27
2022-05-01-11-41,26
2022-05-01-11-42,26
2022-05-01-11-43,26
2022-05-01-11-44,24
2022-05-01-11-45,24
2022-05-01-11-46,24
2022-05-01-11-47,24
2022-05-01-11-48,24
2022-05-01-11-49,24
2022-05-01-11-50,24
2022-05-01-11-51,23
2022-05-01-11-52,23
2022-05-01-11-53,23
2022-05-01-11-54,23
2022-05-01-11-55,23
2022-05-01-11-56,24
2022-05-01-11-57,24
2022-05-01-11-58,24
2022-05-01-11-59,23
2022-05-01-12-00,26
2022-05-01-12-01,27
2022-05-01-12-02,27
2022-05-01-12-03,27
2022-05-01-12-04,27
2022-05-01-12-05,27
2022-05-01-12-06,27
2022-05-01-12-07,27
2022-05-01-12-08,27
2022-05-01-12-09,27
2022-05-01-12-10,27
2022-05-01-12-11,26
2022-05-01-12-12,26
2022-05-01-12-13,25
2022-05-01-12-14,24
2022-05-01-12-15,23
2022-05-01-12-16,23
2022-05-01-12-17,23
2022-05-01-12-18,24
2022-05-01-12-19,25
2022-05-01-12-20,25
2022-05-01-12-21,25
2022-05-01-12-22,25
2022-05-01-12-23,27
2022-05-01-12-24,27
2022-05-01-12-25,28
2022-05-01-12-26,28
2022-05-01-12-27,28
2022-05-01-12-28,27
2022-05-01-12-29,28
2022-05-01-12-30,28
2022-05-01-12-31,28
2022-05-01-12-32,29
2022-05-01-12-33,28
2022-05-01-12-34,29
2022-05-01-12-35,27
2022-05-01-12-36,26
2022-05-01-12-37,26
2022-05-01-12-38,26
2022-05-01-12-39,25
2022-05-01-12-40,25
2022-05-01-12-41,25
2022-05-01-12-42,26
2022-05-01-12-43,25
2022-05-01-12-44,27
2022-05-01-12-45,26
2022-05-01-12-46,25
2022-05-01-12-47,26
2022-05-01-12-48,26
2022-05-01-12-49,25
2022-05-01-12-50,25
2022-05-01-12-51,25
2022-05-01-12-52,25
2022-05-01-12-53,22
2022-05-01-12-54,24
2022-05-01-12-55,25
2022-05-01-12-56,26
2022-05-01-12-57,25
2022-05-01-12-58,25
2022-05-01-12-59,24
2022-05-01-13-00,25
2022-05-01-13-01,23
2022-05-01-13-02,24
2022-05-01-13-03,24
2022-05-01-13-04,24
2022-05-01-13-05,23
2022-05-01-13-06,22
2022-05-01-13-07,22
2022-05-01-13-08,22
2022-05-01-13-09,23
2022-05-01-13-10,23
2022-05-01-13-11,24
2022-05-01-13-12,24
2022-05-01-13-13,25
2022-05-01-13-14,26
2022-05-01-13-15,25
2022-05-01-13-16,25
2022-05-01-13-17,25
2022-05-01-13-18,25
2022-05-01-13-19,24
2022-05-01-13-20,24
2022-05-01-13-21,27
2022-05-01-13-22,27
2022-05-01-13-23,28
2022-05-01-13-24,26
2022-05-01-13-25,26
2022-05-01-13-26,25
2022-05-01-13-27,26
2022-05-01-13-28,26
2022-05-01-13-29,26
2022-05-01-13-30,26
2022-05-01-13-31,28
2022-05-01-13-32,28
2022-05-01-13-33,26
2022-05-01-13-34,27
2022-05-01-13-35,27
2022-05-01-13-36,27
2022-05-01-13-37,27
2022-05-01-13-38,28
2022-05-01-13-39,28
2022-05-01-13-40,27
2022-05-01-13-41,28
2022-05-01-13-42,29
2022-05-01-13-43,27
2022-05-01-13-44,28
2022-05-01-13-45,27
2022-05-01-13-46,28
2022-05-01-13-47,28
2022-05-01-13-48,27
2022-05-01-13-49,29
2022-05-01-13-50,29
2022-05-01-13-51,29
2022-05-01-13-53,30
2022-05-01-13-54,29
2022-05-01-13-55,29
2022-05-01-13-56,27
2022-05-01-13-57,27
2022-05-01-13-58,26
2022-05-01-13-59,26
2022-05-01-14-00,26
2022-05-01-14-01,24
2022-05-01-14-02,24
2022-05-01-14-03,24
2022-05-01-14-04,24
2022-05-01-14-05,23
2022-05-01-14-06,24
2022-05-01-14-07,24
2022-05-01-14-08,24
2022-05-01-14-09,24
2022-05-01-14-10,24
2022-05-01-14-11,23
2022-05-01-14-12,23
2022-05-01-14-13,22
2022-05-01-14-14,23
2022-05-01-14-15,23
2022-05-01-14-16,22
2022-05-01-14-17,22
2022-05-01-14-18,22
2022-05-01-14-19,23
2022-05-01-14-20,23
2022-05-01-14-21,23
2022-05-01-14-22,23
2022-05-01-14-23,21
2022-05-01-14-24,21
2022-05-01-14-25,21
2022-05-01-14-26,22
2022-05-01-14-27,22
2022-05-01-14-28,21
2022-05-01-14-29,21
2022-05-01-14-30,21
2022-05-01-14-31,20
2022-05-01-14-32,20
2022-05-01-14-33,21
2022-05-01-14-34,21
2022-05-01-14-35,21
2022-05-01-14-36,22
2022-05-01-14-37,22
2022-05-01-14-38,23
2022-05-01-14-39,23
2022-05-01-14-40,23
2022-05-01-14-41,25
2022-05-01-14-42,24
2022-05-01-14-43,25
2022-05-01-14-44,24
2022-05-01-14-45,24
2022-05-01-14-46,24
2022-05-01-14-47,23
2022-05-01-14-48,26
2022-05-01-14-49,25
2022-05-01-14-50,25
2022-05-01-14-51,25
2022-05-01-14-52,27
2022-05-01-14-53,27
2022-05-01-14-54,27
2022-05-01-14-55,27
2022-05-01-14-56,30
2022-05-01-14-57,30
2022-05-01-14-58,29
2022-05-01-14-59,30
2022-05-01-15-00,31
2022-05-01-15-01,31
2022-05-01-15-02,32
2022-05-01-15-03,32
2022-05-01-15-04,32
2022-05-01-15-05,32
2022-05-01-15-06,32
2022-05-01-15-07,32
2022-05-01-15-08,31
2022-05-01-15-09,31
2022-05-01-15-10,30
2022-05-01-15-11,30
2022-05-01-15-12,28
2022-05-01-15-13,28
2022-05-01-15-14,28
2022-05-01-15-15,30
2022-05-01-15-16,30
2022-05-01-15-17,31
2022-05-01-15-18,30
2022-05-01-15-19,30
2022-05-01-15-20,32
2022-05-01-15-21,32
2022-05-01-15-22,31
2022-05-01-15-23,32
2022-05-01-15-24,32
2022-05-01-15-25,32
2022-05-01-15-26,31
2022-05-01-15-27,32
2022-05-01-15-28,33
2022-05-01-15-29,32
2022-05-01-15-30,31
2022-05-01-15-31,31
2022-05-01-15-32,29
2022-05-01-15-33,28
2022-05-01-15-34,27
2022-05-01-15-35,28
2022-05-01-15-36,28
2022-05-01-15-37,28
2022-05-01-15-38,28
2022-05-01-15-39,29
2022-05-01-15-40,29
2022-05-01-15-41,29
2022-05-01-15-42,29
2022-05-01-15-43,28
2022-05-01-15-44,28
2022-05-01-15-45,27
2022-05-01-15-46,27
2022-05-01-15-47,26
2022-05-01-15-48,26
2022-05-01-15-49,26
2022-05-01-15-50,26
2022-05-01-15-51,25
2022-05-01-15-52,26
2022-05-01-15-53,27
2022-05-01-15-54,27
2022-05-01-15-55,27
2022-05-01-15-56,26
2022-05-01-15-57,26
2022-05-01-15-58,26
2022-05-01-15-59,25
2022-05-01-16-00,25
2022-05-01-16-01,25
2022-05-01-16-02,25
2022-05-01-16-03,25
2022-05-01-16-04,23
2022-05-01-16-05,23
2022-05-01-16-06,23
2022-05-01-16-07,24
2022-05-01-16-08,24
2022-05-01-16-09,24
2022-05-01-16-10,24
2022-05-01-16-11,24
2022-05-01-16-12,24
2022-05-01-16-13,23
2022-05-01-16-14,23
2022-05-01-16-15,24
2022-05-01-16-16,23
2022-05-01-16-17,23
2022-05-01-16-18,23
2022-05-01-16-19,24
2022-05-01-16-20,25
2022-05-01-16-21,24
2022-05-01-16-22,24
2022-05-01-16-23,26
2022-05-01-16-24,25
2022-05-01-16-25,25
2022-05-01-16-26,26
2022-05-01-16-27,25
2022-05-01-16-28,25
2022-05-01-16-29,25
2022-05-01-16-30,22
2022-05-01-16-31,22
2022-05-01-16-32,22
2022-05-01-16-33,22
2022-05-01-16-34,22
2022-05-01-16-35,21
2022-05-01-16-36,21
2022-05-01-16-37,22
2022-05-01-16-38,21
2022-05-01-16-39,19
2022-05-01-16-40,19
2022-05-01-16-41,20
2022-05-01-16-42,22
2022-05-01-16-43,24
2022-05-01-16-44,24
2022-05-01-16-45,24
2022-05-01-16-46,24
2022-05-01-16-47,24
2022-05-01-16-48,24
2022-05-01-16-49,24
2022-05-01-16-50,25
2022-05-01-16-51,26
2022-05-01-16-52,24
2022-05-01-16-53,23
2022-05-01-16-54,23
2022-05-01-16-55,23
2022-05-01-16-56,22
2022-05-01-16-57,23
2022-05-01-16-58,23
2022-05-01-16-59,23
2022-05-01-17-00,24
2022-05-01-17-01,24
2022-05-01-17-02,24
2022-05-01-17-03,24
2022-05-01-17-04,25
2022-05-01-17-05,26
2022-05-01-17-06,26
2022-05-01-17-07,25
2022-05-01-17-08,25
2022-05-01-17-09,26
2022-05-01-17-10,26
2022-05-01-17-11,25
2022-05-01-17-12,25
2022-05-01-17-13,26
2022-05-01-17-14,26
2022-05-01-17-15,26
2022-05-01-17-16,26
2022-05-01-17-17,27
2022-05-01-17-18,27
2022-05-01-17-19,27
2022-05-01-17-20,25
2022-05-01-17-21,26
2022-05-01-17-22,25
2022-05-01-17-23,24
2022-05-01-17-24,25
2022-05-01-17-25,25
2022-05-01-17-26,26
2022-05-01-17-27,27
2022-05-01-17-28,27
2022-05-01-17-29,28
2022-05-01-17-30,29
2022-05-01-17-31,29
2022-05-01-17-32,29
2022-05-01-17-33,29
2022-05-01-17-34,29
2022-05-01-17-35,30
2022-05-01-17-36,29
2022-05-01-17-37,29
2022-05-01-17-38,28
2022-05-01-17-39,28
2022-05-01-17-40,28
2022-05-01-17-41,28
2022-05-01-17-42,28
2022-05-01-17-43,24
2022-05-01-17-44,24
2022-05-01-17-45,24
2022-05-01-17-46,24
2022-05-01-17-47,24
2022-05-01-17-48,24
2022-05-01-17-49,24
2022-05-01-17-50,24
2022-05-01-17-51,23
2022-05-01-17-52,23
2022-05-01-17-53,23
2022-05-01-17-54,23
2022-05-01-17-55,22
2022-05-01-17-56,23
2022-05-01-17-57,22
2022-05-01-17-58,22
2022-05-01-17-59,22
2022-05-01-18-00,22
2022-05-01-18-01,22
2022-05-01-18-02,22
2022-05-01-18-03,23
2022-05-01-18-04,22
2022-05-01-18-05,21
2022-05-01-18-06,22
2022-05-01-18-07,21
2022-05-01-18-08,22
2022-05-01-18-09,21
2022-05-01-18-10,21
2022-05-01-18-11,21
2022-05-01-18-12,21
2022-05-01-18-13,22
2022-05-01-18-14,21
2022-05-01-18-15,21
2022-05-01-18-16,21
2022-05-01-18-17,21
2022-05-01-18-18,21
2022-05-01-18-19,20
2022-05-01-18-20,21
2022-05-01-18-21,21
2022-05-01-18-22,20
2022-05-01-18-23,20
2022-05-01-18-24,20
2022-05-01-18-25,19
2022-05-01-18-26,19
2022-05-01-18-27,20
2022-05-01-18-28,20
2022-05-01-18-29,18
2022-05-01-18-30,17
2022-05-01-18-31,18
2022-05-01-18-32,17
2022-05-01-18-33,17
2022-05-01-18-34,18
2022-05-01-18-35,19
2022-05-01-18-36,18
2022-05-01-18-37,18
2022-05-01-18-38,17
2022-05-01-18-39,17
2022-05-01-18-40,17
2022-05-01-18-41,16
2022-05-01-18-42,15
2022-05-01-18-43,15
2022-05-01-18-44,14
2022-05-01-18-45,14
2022-05-01-18-46,14
2022-05-01-18-47,14
2022-05-01-18-48,14
2022-05-01-18-49,14
2022-05-01-18-50,14
2022-05-01-18-51,14
2022-05-01-18-52,15
2022-05-01-18-53,15
2022-05-01-18-54,15
2022-05-01-18-55,15
2022-05-01-18-56,14
2022-05-01-18-57,13
2022-05-01-18-58,13
2022-05-01-18-59,13
2022-05-01-19-00,13
2022-05-01-19-01,13
2022-05-01-19-02,13
2022-05-01-19-03,13
2022-05-01-19-04,12
2022-05-01-19-05,12
2022-05-01-19-06,12
2022-05-01-19-07,12
2022-05-01-19-08,11
2022-05-01-19-09,12
2022-05-01-19-10,12
2022-05-01-19-11,12
2022-05-01-19-12,13
2022-05-01-19-13,13
2022-05-01-19-14,14
2022-05-01-19-15,14
2022-05-01-19-16,15
2022-05-01-19-17,16
2022-05-01-19-18,15
2022-05-01-19-19,16
2022-05-01-19-20,17
2022-05-01-19-21,18
2022-05-01-19-22,18
2022-05-01-19-23,18
2022-05-01-19-24,18
2022-05-01-19-25,16
2022-05-01-19-26,16
2022-05-01-19-27,17
2022-05-01-19-28,17
2022-05-01-19-29,17
2022-05-01-19-30,15
2022-05-01-19-31,15
2022-05-01-19-32,15
2022-05-01-19-33,15
2022-05-01-19-34,15
2022-05-01-19-35,14
2022-05-01-19-36,14
2022-05-01-19-37,14
2022-05-01-19-38,14
2022-05-01-19-39,13
2022-05-01-19-40,13
2022-05-01-19-41,13
2022-05-01-19-42,13
2022-05-01-19-43,13
2022-05-01-19-44,12
2022-05-01-19-45,12
2022-05-01-19-46,12
2022-05-01-19-47,12
2022-05-01-19-48,13
2022-05-01-19-49,13
2022-05-01-19-50,13
2022-05-01-19-51,13
2022-05-01-19-52,13
2022-05-01-19-53,13
2022-05-01-19-54,13
2022-05-01-19-55,13
2022-05-01-19-56,13
2022-05-01-19-57,13
2022-05-01-19-58,13
2022-05-01-19-59,14
2022-05-01-20-00,14
2022-05-01-20-01,14
2022-05-01-20-02,14
2022-05-01-20-03,14
2022-05-01-20-04,14
2022-05-01-20-05,14
2022-05-01-20-06,14
2022-05-01-20-07,14
2022-05-01-20-08,14
2022-05-01-20-09,14
2022-05-01-20-10,14
2022-05-01-20-11,14
2022-05-01-20-12,14
2022-05-01-20-13,15
2022-05-01-20-14,15
2022-05-01-20-15,15
2022-05-01-20-16,14
2022-05-01-20-17,14
2022-05-01-20-18,14
2022-05-01-20-19,13
2022-05-01-20-20,14
2022-05-01-20-21,13
2022-05-01-20-22,13
2022-05-01-20-23,13
2022-05-01-20-24,13
2022-05-01-20-25,14
2022-05-01-20-26,14
2022-05-01-20-27,14
2022-05-01-20-28,15
2022-05-01-20-29,16
2022-05-01-20-30,16
2022-05-01-20-31,16
2022-05-01-20-32,17
2022-05-01-20-33,19
2022-05-01-20-34,19
2022-05-01-20-35,18
2022-05-01-20-36,18
2022-05-01-20-37,19
2022-05-01-20-38,20
2022-05-01-20-39,20
2022-05-01-20-40,20
2022-05-01-20-41,20
2022-05-01-20-42,21
2022-05-01-20-43,21
2022-05-01-20-44,20
2022-05-01-20-45,20
2022-05-01-20-46,20
2022-05-01-20-47,20
2022-05-01-20-48,19
2022-05-01-20-49,19
2022-05-01-20-50,19
2022-05-01-20-51,20
2022-05-01-20-52,19
2022-05-01-20-53,20
2022-05-01-20-54,20
2022-05-01-20-55,20
2022-05-01-20-56,20
2022-05-01-20-57,20
2022-05-01-20-58,20
2022-05-01-20-59,19
2022-05-01-21-00,19
2022-05-01-21-01,19
2022-05-01-21-02,19
2022-05-01-21-03,19
2022-05-01-21-04,19
2022-05-01-21-05,19
2022-05-01-21-06,19
2022-05-01-21-07,18
2022-05-01-21-08,18
2022-05-01-21-09,19
2022-05-01-21-10,20
2022-05-01-21-11,20
2022-05-01-21-12,20
2022-05-01-21-13,20
2022-05-01-21-14,21
2022-05-01-21-15,21
2022-05-01-21-16,21
2022-05-01-21-17,22
2022-05-01-21-18,22
2022-05-01-21-19,23
2022-05-01-21-20,23
2022-05-01-21-21,23
2022-05-01-21-22,23
2022-05-01-21-23,24
2022-05-01-21-24,23
2022-05-01-21-25,23
2022-05-01-21-26,24
2022-05-01-21-27,24
2022-05-01-21-28,25
2022-05-01-21-29,25
2022-05-01-21-30,26
2022-05-01-21-31,26
2022-05-01-21-32,25
2022-05-01-21-33,23
2022-05-01-21-34,22
2022-05-01-21-35,23
2022-05-01-21-36,23
2022-05-01-21-37,23
2022-05-01-21-38,23
2022-05-01-21-39,22
2022-05-01-21-40,22
2022-05-01-21-41,22
2022-05-01-21-42,21
2022-05-01-21-43,21
2022-05-01-21-44,21
2022-05-01-21-45,20
2022-05-01-21-46,20
2022-05-01-21-47,21
2022-05-01-21-48,21
2022-05-01-21-49,21
2022-05-01-21-50,21
2022-05-01-21-51,20
2022-05-01-21-52,20
2022-05-01-21-53,19
2022-05-01-21-54,19
2022-05-01-21-55,19
2022-05-01-21-56,19
2022-05-01-21-57,19
2022-05-01-21-58,19
2022-05-01-21-59,18
2022-05-01-22-00,18
2022-05-01-22-01,18
2022-05-01-22-02,18
2022-05-01-22-03,18
2022-05-01-22-04,19
2022-05-01-22-05,19
2022-05-01-22-06,20
2022-05-01-22-07,21
2022-05-01-22-08,22
2022-05-01-22-09,21
2022-05-01-22-10,21
2022-05-01-22-11,20
2022-05-01-22-12,19
2022-05-01-22-13,21
2022-05-01-22-14,21
2022-05-01-22-15,21
2022-05-01-22-16,21
2022-05-01-22-17,19
2022-05-01-22-18,19
2022-05-01-22-19,19
2022-05-01-22-20,19
2022-05-01-22-21,18
2022-05-01-22-22,18
2022-05-01-22-23,18
2022-05-01-22-24,18
2022-05-01-22-25,18
2022-05-01-22-26,17
2022-05-01-22-27,18
2022-05-01-22-28,18
2022-05-01-22-29,18
2022-05-01-22-30,17
2022-05-01-22-31,19
2022-05-01-22-32,19
2022-05-01-22-33,19
2022-05-01-22-34,19
2022-05-01-22-35,19
2022-05-01-22-36,19
2022-05-01-22-37,18
2022-05-01-22-38,18
2022-05-01-22-39,16
2022-05-01-22-40,16
2022-05-01-22-41,17
2022-05-01-22-42,17
2022-05-01-22-43,19
2022-05-01-22-44,18
2022-05-01-22-45,18
2022-05-01-22-46,19
2022-05-01-22-47,19
2022-05-01-22-48,19
2022-05-01-22-49,19
2022-05-01-22-50,20
2022-05-01-22-51,19
2022-05-01-22-52,18
2022-05-01-22-53,19
2022-05-01-22-54,20
2022-05-01-22-55,20
2022-05-01-22-56,21
2022-05-01-22-57,22
2022-05-01-22-58,22
2022-05-01-22-59,23
2022-05-01-23-00,23
2022-05-01-23-01,25
2022-05-01-23-02,25
2022-05-01-23-03,24
2022-05-01-23-04,25
2022-05-01-23-05,24
2022-05-01-23-06,23
2022-05-01-23-07,23
2022-05-01-23-08,23
2022-05-01-23-09,23
2022-05-01-23-10,24
2022-05-01-23-11,24
2022-05-01-23-12,24
2022-05-01-23-13,24
2022-05-01-23-14,22
2022-05-01-23-15,22
2022-05-01-23-16,22
2022-05-01-23-17,23
2022-05-01-23-18,23
2022-05-01-23-19,23
2022-05-01-23-20,23
2022-05-01-23-21,23
2022-05-01-23-22,23
2022-05-01-23-23,23
2022-05-01-23-24,24
2022-05-01-23-25,24
2022-05-01-23-26,24
2022-05-01-23-27,24
2022-05-01-23-28,23
2022-05-01-23-29,23
2022-05-01-23-30,24
2022-05-01-23-31,23
2022-05-01-23-32,23
2022-05-01-23-33,22
2022-05-01-23-34,23
2022-05-01-23-35,23
2022-05-01-23-36,23
2022-05-01-23-37,23
2022-05-01-23-38,23
2022-05-01-23-39,23
2022-05-01-23-40,23
2022-05-01-23-41,23
2022-05-01-23-42,21
2022-05-01-23-43,20
2022-05-01-23-44,20
2022-05-01-23-45,20
2022-05-01-23-46,20
2022-05-01-23-47,20
2022-05-01-23-48,20
2022-05-01-23-49,20
2022-05-01-23-50,20
2022-05-01-23-51,20
2022-05-01-23-52,19
2022-05-01-23-53,19
2022-05-01-23-54,18
2022-05-01-23-55,17
2022-05-01-23-56,17
2022-05-01-23-57,17
2022-05-01-23-58,17
2022-05-01-23-59,17
2022-05-02-00-00,16
2022-05-02-00-01,15
2022-05-02-00-02,14
2022-05-02-00-03,14
2022-05-02-00-04,15
2022-05-02-00-05,15
2022-05-02-00-06,15
2022-05-02-00-07,14
2022-05-02-00-08,13
2022-05-02-00-09,13
2022-05-02-00-10,13
2022-05-02-00-11,14
2022-05-02-00-12,14
2022-05-02-00-13,15
2022-05-02-00-14,15
2022-05-02-00-15,16
2022-05-02-00-16,16
2022-05-02-00-17,16
2022-05-02-00-18,16
2022-05-02-00-19,16
